Mineprep:0.5 | 时间戳1789889184.6354427,中文,English,繁體中文,,,"② *生成器过滤类型{1:'👤', 2:'🟩' , 3:'🟥', 4:'🟨', 5:'🌊', 6:'📸', 7:'💡', 8:'👪', 9:'✨', 10:'🧱', 11:'𝓕', 12:'🔧'}",<2:放置生物>,<2:Mobs>,<2:放置生物>,,,,③,<3:预设素材>,<3:Preset>,<3:預設素材>,,,④,<4:附加组件>,<4:Attach>,<4:附加組件>,,,⑤,<5:枚举选项>,<5:Enum Options>,<5:枚舉選項>,,,,⑥,<6:放置方块>,<6:Blocks>,<6:放置方塊>,,,,⑦,<7:放置物品>,<7:Items>,<7:放置物品>
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,红树木活板门 [底部],mangrove_trapdoor_bottom,紅樹木地板門 (紅樹林木地板門) [底部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,红树木活板门 [打开],mangrove_trapdoor_open,紅樹木地板門 (紅樹林木地板門) [打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,红树木活板门 [顶部],mangrove_trapdoor_top,紅樹木地板門 (紅樹林木地板門) [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,墙上的悬挂式红树木告示牌,mangrove_wall_hanging_sign,牆上的紅樹木吊牌 (牆上的懸掛式紅樹林木告示牌),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,墙上的红树木告示牌,mangrove_wall_sign,牆上的紅樹木指示牌 (牆上的紅樹林木告示牌),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,红树木,mangrove_wood,紅樹木 (紅樹林木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,中型紫晶芽,medium_amethyst_bud,中型紫水晶芽,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,西瓜,melon,西瓜,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,西瓜茎 [阶段0],melon_stem_stage0,西瓜莖 (西瓜梗) [階段0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,西瓜茎 [阶段1],melon_stem_stage1,西瓜莖 (西瓜梗) [階段1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,西瓜茎 [阶段2],melon_stem_stage2,西瓜莖 (西瓜梗) [階段2],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,西瓜茎 [阶段3],melon_stem_stage3,西瓜莖 (西瓜梗) [階段3],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,西瓜茎 [阶段4],melon_stem_stage4,西瓜莖 (西瓜梗) [階段4],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,西瓜茎 [阶段5],melon_stem_stage5,西瓜莖 (西瓜梗) [階段5],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,西瓜茎 [阶段6],melon_stem_stage6,西瓜莖 (西瓜梗) [階段6],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,西瓜茎 [阶段7],melon_stem_stage7,西瓜莖 (西瓜梗) [階段7],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,苔藓块,moss_block,青苔方塊 (苔蘚方塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,覆地苔藓,moss_carpet,青苔 (覆地苔蘚),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,苔藓地毯（父模型） [边],mossy_carpet_side,苔蘚地毯（父模型） [邊],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,苔石,mossy_cobblestone,青苔碎石 (青苔鵝卵石),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石台阶,mossy_cobblestone_slab,青苔碎石半磚 (青苔鵝卵石半磚),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石台阶 [顶部],mossy_cobblestone_slab_top,青苔碎石半磚 (青苔鵝卵石半磚) [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石楼梯,mossy_cobblestone_stairs,青苔碎石樓梯 (青苔鵝卵石階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石楼梯 [内角],mossy_cobblestone_stairs_inner,青苔碎石樓梯 (青苔鵝卵石階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石楼梯 [外角],mossy_cobblestone_stairs_outer,青苔碎石樓梯 (青苔鵝卵石階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石墙 [物品栏],mossy_cobblestone_wall_inventory,青苔碎石牆 (青苔鵝卵石牆) [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石墙 [柱],mossy_cobblestone_wall_post,青苔碎石牆 (青苔鵝卵石牆) [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石墙 [边],mossy_cobblestone_wall_side,青苔碎石牆 (青苔鵝卵石牆) [邊],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石墙 [边高],mossy_cobblestone_wall_side_tall,青苔碎石牆 (青苔鵝卵石牆) [邊高],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石砖台阶,mossy_stone_brick_slab,青苔石磚半磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石砖台阶 [顶部],mossy_stone_brick_slab_top,青苔石磚半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石砖楼梯,mossy_stone_brick_stairs,青苔石磚樓梯 (青苔石磚階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石砖楼梯 [内角],mossy_stone_brick_stairs_inner,青苔石磚樓梯 (青苔石磚階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石砖楼梯 [外角],mossy_stone_brick_stairs_outer,青苔石磚樓梯 (青苔石磚階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石砖墙 [物品栏],mossy_stone_brick_wall_inventory,青苔石磚牆 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石砖墙 [柱],mossy_stone_brick_wall_post,青苔石磚牆 [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石砖墙 [边],mossy_stone_brick_wall_side,青苔石磚牆 [邊],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石砖墙 [边高],mossy_stone_brick_wall_side_tall,青苔石磚牆 [邊高],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,苔石砖,mossy_stone_bricks,青苔石磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,移动的活塞,moving_piston,移動的活塞 (移動中的活塞),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,泥巴,mud,泥 (泥巴),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,泥砖台阶,mud_brick_slab,泥磚半磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,泥砖台阶 [顶部],mud_brick_slab_top,泥磚半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,泥砖楼梯,mud_brick_stairs,泥磚樓梯 (泥磚階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,泥砖楼梯 [内角],mud_brick_stairs_inner,泥磚樓梯 (泥磚階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,泥砖楼梯 [外角],mud_brick_stairs_outer,泥磚樓梯 (泥磚階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,泥砖墙 [物品栏],mud_brick_wall_inventory,泥磚牆 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,泥砖墙 [柱],mud_brick_wall_post,泥磚牆 [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,泥砖墙 [边],mud_brick_wall_side,泥磚牆 [邊],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,泥砖墙 [边高],mud_brick_wall_side_tall,泥磚牆 [邊高],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,泥砖,mud_bricks,泥磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,泥砖 [西北镜像],mud_bricks_north_west_mirrored,泥磚 [西北鏡像],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,沾泥的红树根,muddy_mangrove_roots,泥濘的紅樹根 (淤泥紅樹林木根),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,蘑菇方块内部（父模型）,mushroom_block_inside,蘑菇方塊內部（父模型）,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,蘑菇柄,mushroom_stem,蘑菇柄,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,蘑菇柄 [物品栏],mushroom_stem_inventory,蘑菇柄 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,菌丝体,mycelium,菌絲土,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖栅栏 [物品栏],nether_brick_fence_inventory,地獄磚欄杆 (地獄磚柵欄) [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖栅栏 [柱],nether_brick_fence_post,地獄磚欄杆 (地獄磚柵欄) [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖栅栏 [边],nether_brick_fence_side,地獄磚欄杆 (地獄磚柵欄) [邊],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖台阶,nether_brick_slab,地獄磚半磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖台阶 [顶部],nether_brick_slab_top,地獄磚半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖楼梯,nether_brick_stairs,地獄磚樓梯 (地獄磚階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖楼梯 [内角],nether_brick_stairs_inner,地獄磚樓梯 (地獄磚階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖楼梯 [外角],nether_brick_stairs_outer,地獄磚樓梯 (地獄磚階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖墙 [物品栏],nether_brick_wall_inventory,地獄磚牆 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖墙 [柱],nether_brick_wall_post,地獄磚牆 [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖墙 [边],nether_brick_wall_side,地獄磚牆 [邊],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖墙 [边高],nether_brick_wall_side_tall,地獄磚牆 [邊高],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界砖块,nether_bricks,地獄磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,下界金矿石,nether_gold_ore,地獄金礦,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,下界传送门 [东西],nether_portal_ew,地獄傳送門 [東西],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,下界传送门 [南北],nether_portal_ns,地獄傳送門 [南北],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,下界石英矿石,nether_quartz_ore,地獄石英礦,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,下界苗,nether_sprouts,地獄芽,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,下界疣块,nether_wart_block,地獄孢子塊 (地獄疙瘩塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,下界疣 [阶段0],nether_wart_stage0,地獄孢子 (地獄疙瘩) [階段0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,下界疣 [阶段1],nether_wart_stage1,地獄孢子 (地獄疙瘩) [階段1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,下界疣 [阶段2],nether_wart_stage2,地獄孢子 (地獄疙瘩) [階段2],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,下界合金块,netherite_block,地獄合金磚 (獄髓方塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,下界岩,netherrack,地獄石,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,音符盒,note_block,音符盒 (音階盒),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木按钮,oak_button,橡木按鈕,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木按钮 [物品栏],oak_button_inventory,橡木按鈕 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木按钮 [按下],oak_button_pressed,橡木按鈕 [按下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木门 [底部左],oak_door_bottom_left,橡木門 [底部左],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木门 [底部左打开],oak_door_bottom_left_open,橡木門 [底部左打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木门 [底部右],oak_door_bottom_right,橡木門 [底部右],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木门 [底部右打开],oak_door_bottom_right_open,橡木門 [底部右打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木门 [顶部左],oak_door_top_left,橡木門 [頂部左],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木门 [顶部左打开],oak_door_top_left_open,橡木門 [頂部左打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木门 [顶部右],oak_door_top_right,橡木門 [頂部右],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木门 [顶部右打开],oak_door_top_right_open,橡木門 [頂部右打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木栅栏门,oak_fence_gate,橡木閘門 (橡木柵欄門),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木栅栏门 [打开],oak_fence_gate_open,橡木閘門 (橡木柵欄門) [打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木栅栏门 [墙上],oak_fence_gate_wall,橡木閘門 (橡木柵欄門) [牆上],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木栅栏门 [墙上打开],oak_fence_gate_wall_open,橡木閘門 (橡木柵欄門) [牆上打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木栅栏 [物品栏],oak_fence_inventory,橡木欄杆 (橡木柵欄) [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木栅栏 [柱],oak_fence_post,橡木欄杆 (橡木柵欄) [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木栅栏 [边],oak_fence_side,橡木欄杆 (橡木柵欄) [邊],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式橡木告示牌 [附着旋转0],oak_hanging_sign_attached_rot_0,橡木吊牌 (懸掛式橡木告示牌) [附著旋轉0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式橡木告示牌 [附着旋转1],oak_hanging_sign_attached_rot_1,橡木吊牌 (懸掛式橡木告示牌) [附著旋轉1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式橡木告示牌 [附着旋转2],oak_hanging_sign_attached_rot_2,橡木吊牌 (懸掛式橡木告示牌) [附著旋轉2],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式橡木告示牌 [附着旋转3],oak_hanging_sign_attached_rot_3,橡木吊牌 (懸掛式橡木告示牌) [附著旋轉3],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式橡木告示牌 [旋转0],oak_hanging_sign_rot_0,橡木吊牌 (懸掛式橡木告示牌) [旋轉0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式橡木告示牌 [旋转1],oak_hanging_sign_rot_1,橡木吊牌 (懸掛式橡木告示牌) [旋轉1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式橡木告示牌 [旋转2],oak_hanging_sign_rot_2,橡木吊牌 (懸掛式橡木告示牌) [旋轉2],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式橡木告示牌 [旋转3],oak_hanging_sign_rot_3,橡木吊牌 (懸掛式橡木告示牌) [旋轉3],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,橡树树叶,oak_leaves,橡木樹葉,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,橡木原木,oak_log,橡木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,橡木原木 [水平],oak_log_horizontal,橡木原木 [水平],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木木板,oak_planks,橡木板 (橡木材),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木压力板,oak_pressure_plate,橡木壓力板,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木压力板 [按下],oak_pressure_plate_down,橡木壓力板 [按下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,橡树树苗,oak_sapling,橡木樹苗,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木展示架,oak_shelf,橡木置物架 (橡木展示架),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木展示架 [中],oak_shelf_center,橡木置物架 (橡木展示架) [中],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木展示架 [物品栏],oak_shelf_inventory,橡木置物架 (橡木展示架) [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木展示架 [左],oak_shelf_left,橡木置物架 (橡木展示架) [左],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木展示架 [右],oak_shelf_right,橡木置物架 (橡木展示架) [右],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木展示架 [未连接],oak_shelf_unconnected,橡木置物架 (橡木展示架) [未連接],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木展示架 [未充能],oak_shelf_unpowered,橡木置物架 (橡木展示架) [未充能],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木告示牌 [旋转0],oak_sign_rot_0,橡木指示牌 (橡木告示牌) [旋轉0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木告示牌 [旋转1],oak_sign_rot_1,橡木指示牌 (橡木告示牌) [旋轉1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木告示牌 [旋转2],oak_sign_rot_2,橡木指示牌 (橡木告示牌) [旋轉2],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木告示牌 [旋转3],oak_sign_rot_3,橡木指示牌 (橡木告示牌) [旋轉3],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木台阶,oak_slab,橡木半磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木台阶 [顶部],oak_slab_top,橡木半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木楼梯,oak_stairs,橡木樓梯 (橡木階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木楼梯 [内角],oak_stairs_inner,橡木樓梯 (橡木階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木楼梯 [外角],oak_stairs_outer,橡木樓梯 (橡木階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木活板门 [底部],oak_trapdoor_bottom,橡木地板門 [底部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木活板门 [打开],oak_trapdoor_open,橡木地板門 [打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橡木活板门 [顶部],oak_trapdoor_top,橡木地板門 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,墙上的悬挂式橡木告示牌,oak_wall_hanging_sign,牆上的橡木吊牌 (牆上的懸掛式橡木告示牌),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,墙上的橡木告示牌,oak_wall_sign,牆上的橡木指示牌 (牆上的橡木告示牌),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,橡木,oak_wood,橡木 (橡木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,侦测器,observer,偵測器,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,侦测器 [开启],observer_on,偵測器 [開啟],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,黑曜石,obsidian,黑曜石,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩💡,赭黄蛙明灯,ochre_froglight,赭黃蛙明燈 (赭黃蛙光體),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩💡,赭黄蛙明灯 [水平],ochre_froglight_horizontal,赭黃蛙明燈 (赭黃蛙光體) [水平],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,张开的眼眸花,open_eyeblossom,張開的眼眸花 (張開的擬目花),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橙色床 [尾],orange_bed_foot,橙色牀 (橙色床) [尾],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橙色床 [头],orange_bed_head,橙色牀 (橙色床) [頭],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,插上橙色蜡烛的蛋糕,orange_candle_cake,插上橙色蠟燭的蛋糕,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,插上橙色蜡烛的蛋糕 [点燃],orange_candle_cake_lit,插上橙色蠟燭的蛋糕 [點燃],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,橙色蜡烛 [四支蜡烛],orange_candle_four_candles,橙色蠟燭 [四支蠟燭],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,橙色蜡烛 [四支蜡烛点燃],orange_candle_four_candles_lit,橙色蠟燭 [四支蠟燭點燃],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,橙色蜡烛 [一支蜡烛],orange_candle_one_candle,橙色蠟燭 [一支蠟燭],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,橙色蜡烛 [一支蜡烛点燃],orange_candle_one_candle_lit,橙色蠟燭 [一支蠟燭點燃],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,橙色蜡烛 [三支蜡烛],orange_candle_three_candles,橙色蠟燭 [三支蠟燭],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,橙色蜡烛 [三支蜡烛点燃],orange_candle_three_candles_lit,橙色蠟燭 [三支蠟燭點燃],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,橙色蜡烛 [两支蜡烛],orange_candle_two_candles,橙色蠟燭 [兩支蠟燭],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,橙色蜡烛 [两支蜡烛点燃],orange_candle_two_candles_lit,橙色蠟燭 [兩支蠟燭點燃],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橙色地毯,orange_carpet,橙色地氈 (橙色地毯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橙色混凝土,orange_concrete,橙色混凝土,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橙色混凝土粉末,orange_concrete_powder,橙色混凝土粉末,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橙色带釉陶瓦,orange_glazed_terracotta,橙色釉陶,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟨,橙色潜影盒,orange_shulker_box,橙色界伏盒,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,橙色染色玻璃,orange_stained_glass,橙色染色玻璃 (橙色玻璃),,,,,,,
